date,product_name,category,quantity_sold,quantity_wasted,is_weekend,is_holiday,day_of_week
2024-03-01,Whole Milk (1 gallon),Dairy,102,7,False,False,4
2024-03-02,Hot Dogs (8-pack),Meat,22,1,True,False,5
2024-03-02,Organic Strawberries,Produce,14,1,True,False,5
2024-03-02,Whole Milk (1 gallon),Dairy,169,33,True,False,5
2024-03-03,Hot Dogs (8-pack),Meat,20,1,True,False,6
2024-03-03,Organic Strawberries,Produce,16,2,True,False,6
2024-03-03,Whole Milk (1 gallon),Dairy,132,10,True,False,6
2024-03-04,Hot Dogs (8-pack),Meat,8,0,False,False,0
2024-03-04,Organic Strawberries,Produce,13,1,False,False,0
2024-03-04,Whole Milk (1 gallon),Dairy,140,7,False,False,0
2024-03-05,Hot Dogs (8-pack),Meat,8,0,False,False,1
2024-03-05,Organic Strawberries,Produce,8,1,False,False,1
2024-03-05,Whole Milk (1 gallon),Dairy,83,5,False,False,1
2024-03-06,Hot Dogs (8-pack),Meat,15,1,False,False,2
2024-03-06,Organic Strawberries,Produce,13,2,False,False,2
2024-03-06,Whole Milk (1 gallon),Dairy,116,7,False,False,2
2024-03-07,Hot Dogs (8-pack),Meat,9,0,False,False,3
2024-03-07,Organic Strawberries,Produce,8,1,False,False,3
2024-03-07,Whole Milk (1 gallon),Dairy,151,7,False,False,3
2024-03-08,Hot Dogs (8-pack),Meat,14,1,False,False,4
2024-03-08,Organic Strawberries,Produce,17,2,False,False,4
2024-03-08,Whole Milk (1 gallon),Dairy,151,9,False,False,4
2024-03-09,Hot Dogs (8-pack),Meat,25,1,True,False,5
2024-03-09,Organic Strawberries,Produce,21,2,True,False,5
2024-03-09,Whole Milk (1 gallon),Dairy,159,7,True,False,5
2024-03-10,Hot Dogs (8-pack),Meat,11,1,True,False,6
2024-03-10,Organic Strawberries,Produce,20,2,True,False,6
2024-03-10,Whole Milk (1 gallon),Dairy,145,7,True,False,6
2024-03-11,Hot Dogs (8-pack),Meat,11,0,False,False,0
2024-03-11,Organic Strawberries,Produce,12,2,False,False,0
2024-03-11,Whole Milk (1 gallon),Dairy,109,5,False,False,0
2024-03-12,Hot Dogs (8-pack),Meat,15,1,False,False,1
2024-03-12,Organic Strawberries,Produce,17,2,False,False,1
2024-03-12,Whole Milk (1 gallon),Dairy,92,5,False,False,1
2024-03-13,Hot Dogs (8-pack),Meat,14,1,False,False,2
2024-03-13,Organic Strawberries,Produce,15,1,False,False,2
2024-03-13,Whole Milk (1 gallon),Dairy,82,5,False,False,2
2024-03-14,Hot Dogs (8-pack),Meat,20,1,False,False,3
2024-03-14,Organic Strawberries,Produce,16,2,False,False,3
2024-03-14,Whole Milk (1 gallon),Dairy,67,5,False,False,3
2024-03-15,Hot Dogs (8-pack),Meat,22,1,False,False,4
2024-03-15,Organic Strawberries,Produce,17,5,False,False,4
2024-03-15,Whole Milk (1 gallon),Dairy,134,10,False,False,4
2024-03-16,Hot Dogs (8-pack),Meat,16,1,True,False,5
2024-03-16,Organic Strawberries,Produce,21,3,True,False,5
2024-03-16,Whole Milk (1 gallon),Dairy,153,11,True,False,5
2024-03-17,Hot Dogs (8-pack),Meat,18,2,True,False,6
2024-03-17,Organic Strawberries,Produce,31,3,True,False,6
2024-03-17,Whole Milk (1 gallon),Dairy,107,7,True,False,6
2024-03-18,Hot Dogs (8-pack),Meat,10,0,False,False,0
2024-03-18,Organic Strawberries,Produce,18,2,False,False,0
2024-03-18,Whole Milk (1 gallon),Dairy,129,9,False,False,0
2024-03-19,Hot Dogs (8-pack),Meat,22,1,False,False,1
2024-03-19,Organic Strawberries,Produce,22,3,False,False,1
2024-03-19,Whole Milk (1 gallon),Dairy,92,4,False,False,1
2024-03-20,Hot Dogs (8-pack),Meat,15,1,False,False,2
2024-03-20,Organic Strawberries,Produce,25,3,False,False,2
2024-03-20,Whole Milk (1 gallon),Dairy,117,8,False,False,2
2024-03-21,Hot Dogs (8-pack),Meat,11,1,False,False,3
2024-03-21,Organic Strawberries,Produce,16,2,False,False,3
2024-03-21,Whole Milk (1 gallon),Dairy,148,8,False,False,3
2024-03-22,Hot Dogs (8-pack),Meat,17,2,False,False,4
2024-03-22,Organic Strawberries,Produce,20,6,False,False,4
2024-03-22,Whole Milk (1 gallon),Dairy,105,6,False,False,4
2024-03-23,Hot Dogs (8-pack),Meat,20,1,True,False,5
2024-03-23,Organic Strawberries,Produce,30,3,True,False,5
2024-03-23,Whole Milk (1 gallon),Dairy,177,9,True,False,5
2024-03-24,Hot Dogs (8-pack),Meat,27,2,True,False,6
2024-03-24,Organic Strawberries,Produce,25,4,True,False,6
2024-03-24,Whole Milk (1 gallon),Dairy,161,7,True,False,6
2024-03-25,Hot Dogs (8-pack),Meat,13,1,False,False,0
2024-03-25,Organic Strawberries,Produce,22,3,False,False,0
2024-03-25,Whole Milk (1 gallon),Dairy,131,10,False,False,0
2024-03-26,Hot Dogs (8-pack),Meat,13,1,False,False,1
2024-03-26,Organic Strawberries,Produce,28,4,False,False,1
2024-03-26,Whole Milk (1 gallon),Dairy,93,10,False,False,1
2024-03-27,Hot Dogs (8-pack),Meat,12,1,False,False,2
2024-03-27,Organic Strawberries,Produce,26,3,False,False,2
2024-03-27,Whole Milk (1 gallon),Dairy,89,5,False,False,2
2024-03-28,Hot Dogs (8-pack),Meat,10,1,False,False,3
2024-03-28,Organic Strawberries,Produce,24,2,False,False,3
2024-03-28,Whole Milk (1 gallon),Dairy,102,4,False,False,3
2024-03-29,Hot Dogs (8-pack),Meat,14,1,False,False,4
2024-03-29,Organic Strawberries,Produce,24,2,False,False,4
2024-03-29,Whole Milk (1 gallon),Dairy,125,7,False,False,4
2024-03-30,Hot Dogs (8-pack),Meat,29,1,True,False,5
2024-03-30,Organic Strawberries,Produce,31,5,True,False,5
2024-03-30,Whole Milk (1 gallon),Dairy,131,8,True,False,5
2024-03-31,Hot Dogs (8-pack),Meat,34,3,True,False,6
2024-03-31,Organic Strawberries,Produce,30,2,True,False,6
2024-03-31,Whole Milk (1 gallon),Dairy,150,9,True,False,6
2024-04-01,Hot Dogs (8-pack),Meat,18,1,False,False,0
2024-04-01,Organic Strawberries,Produce,32,5,False,False,0
2024-04-01,Whole Milk (1 gallon),Dairy,117,9,False,False,0
2024-04-02,Hot Dogs (8-pack),Meat,15,1,False,False,1
2024-04-02,Organic Strawberries,Produce,30,4,False,False,1
2024-04-02,Whole Milk (1 gallon),Dairy,106,5,False,False,1
2024-04-03,Hot Dogs (8-pack),Meat,8,1,False,False,2
2024-04-03,Organic Strawberries,Produce,32,5,False,False,2
2024-04-03,Whole Milk (1 gallon),Dairy,128,9,False,False,2
2024-04-04,Hot Dogs (8-pack),Meat,14,1,False,False,3
2024-04-04,Organic Strawberries,Produce,33,4,False,False,3
2024-04-04,Whole Milk (1 gallon),Dairy,146,10,False,False,3
2024-04-05,Hot Dogs (8-pack),Meat,20,3,False,False,4
2024-04-05,Organic Strawberries,Produce,44,4,False,False,4
2024-04-05,Whole Milk (1 gallon),Dairy,137,8,False,False,4
2024-04-06,Hot Dogs (8-pack),Meat,25,1,True,False,5
2024-04-06,Organic Strawberries,Produce,52,6,True,False,5
2024-04-06,Whole Milk (1 gallon),Dairy,107,7,True,False,5
2024-04-07,Hot Dogs (8-pack),Meat,35,2,True,False,6
2024-04-07,Organic Strawberries,Produce,42,5,True,False,6
2024-04-07,Whole Milk (1 gallon),Dairy,118,8,True,False,6
2024-04-08,Hot Dogs (8-pack),Meat,22,1,False,False,0
2024-04-08,Organic Strawberries,Produce,31,3,False,False,0
2024-04-08,Whole Milk (1 gallon),Dairy,102,5,False,False,0
2024-04-09,Hot Dogs (8-pack),Meat,20,1,False,False,1
2024-04-09,Organic Strawberries,Produce,41,6,False,False,1
2024-04-09,Whole Milk (1 gallon),Dairy,118,6,False,False,1
2024-04-10,Hot Dogs (8-pack),Meat,16,1,False,False,2
2024-04-10,Organic Strawberries,Produce,38,3,False,False,2
2024-04-10,Whole Milk (1 gallon),Dairy,82,3,False,False,2
2024-04-11,Hot Dogs (8-pack),Meat,19,1,False,False,3
2024-04-11,Organic Strawberries,Produce,24,3,False,False,3
2024-04-11,Whole Milk (1 gallon),Dairy,120,6,False,False,3
2024-04-12,Hot Dogs (8-pack),Meat,25,3,False,False,4
2024-04-12,Organic Strawberries,Produce,48,16,False,False,4
2024-04-12,Whole Milk (1 gallon),Dairy,125,7,False,False,4
2024-04-13,Hot Dogs (8-pack),Meat,65,15,True,False,5
2024-04-13,Organic Strawberries,Produce,75,9,True,False,5
2024-04-13,Whole Milk (1 gallon),Dairy,130,5,True,False,5
2024-04-14,Hot Dogs (8-pack),Meat,39,3,True,False,6
2024-04-14,Organic Strawberries,Produce,56,9,True,False,6
2024-04-14,Whole Milk (1 gallon),Dairy,166,11,True,False,6
2024-04-15,Hot Dogs (8-pack),Meat,17,1,False,False,0
2024-04-15,Organic Strawberries,Produce,37,4,False,False,0
2024-04-15,Whole Milk (1 gallon),Dairy,93,6,False,False,0
2024-04-16,Hot Dogs (8-pack),Meat,22,2,False,False,1
2024-04-16,Organic Strawberries,Produce,41,7,False,False,1
2024-04-16,Whole Milk (1 gallon),Dairy,86,5,False,False,1
2024-04-17,Hot Dogs (8-pack),Meat,25,1,False,False,2
2024-04-17,Organic Strawberries,Produce,49,6,False,False,2
2024-04-17,Whole Milk (1 gallon),Dairy,130,8,False,False,2
2024-04-18,Hot Dogs (8-pack),Meat,19,1,False,False,3
2024-04-18,Organic Strawberries,Produce,37,7,False,False,3
2024-04-18,Whole Milk (1 gallon),Dairy,120,8,False,False,3
2024-04-19,Hot Dogs (8-pack),Meat,27,2,False,False,4
2024-04-19,Organic Strawberries,Produce,52,5,False,False,4
2024-04-19,Whole Milk (1 gallon),Dairy,121,7,False,False,4
2024-04-20,Hot Dogs (8-pack),Meat,32,3,True,False,5
2024-04-20,Organic Strawberries,Produce,61,11,True,False,5
2024-04-20,Whole Milk (1 gallon),Dairy,177,14,True,False,5
2024-04-21,Hot Dogs (8-pack),Meat,49,3,True,False,6
2024-04-21,Organic Strawberries,Produce,53,9,True,False,6
2024-04-21,Whole Milk (1 gallon),Dairy,105,15,True,False,6
2024-04-22,Hot Dogs (8-pack),Meat,23,1,False,False,0
2024-04-22,Organic Strawberries,Produce,57,10,False,False,0
2024-04-22,Whole Milk (1 gallon),Dairy,115,5,False,False,0
2024-04-23,Hot Dogs (8-pack),Meat,27,2,False,False,1
2024-04-23,Organic Strawberries,Produce,36,4,False,False,1
2024-04-23,Whole Milk (1 gallon),Dairy,107,6,False,False,1
2024-04-24,Hot Dogs (8-pack),Meat,20,2,False,False,2
2024-04-24,Organic Strawberries,Produce,33,5,False,False,2
2024-04-24,Whole Milk (1 gallon),Dairy,91,6,False,False,2
2024-04-25,Hot Dogs (8-pack),Meat,28,2,False,False,3
2024-04-25,Organic Strawberries,Produce,51,7,False,False,3
2024-04-25,Whole Milk (1 gallon),Dairy,99,7,False,False,3
2024-04-26,Hot Dogs (8-pack),Meat,38,3,False,False,4
2024-04-26,Organic Strawberries,Produce,77,8,False,False,4
2024-04-26,Whole Milk (1 gallon),Dairy,124,8,False,False,4
2024-04-27,Hot Dogs (8-pack),Meat,71,4,True,False,5
2024-04-27,Organic Strawberries,Produce,90,13,True,False,5
2024-04-27,Whole Milk (1 gallon),Dairy,157,7,True,False,5
2024-04-28,Hot Dogs (8-pack),Meat,44,2,True,False,6
2024-04-28,Organic Strawberries,Produce,47,6,True,False,6
2024-04-28,Whole Milk (1 gallon),Dairy,107,7,True,False,6
2024-04-29,Hot Dogs (8-pack),Meat,29,1,False,False,0
2024-04-29,Organic Strawberries,Produce,71,12,False,False,0
2024-04-29,Whole Milk (1 gallon),Dairy,101,5,False,False,0
2024-04-30,Hot Dogs (8-pack),Meat,35,2,False,False,1
2024-04-30,Organic Strawberries,Produce,63,11,False,False,1
2024-04-30,Whole Milk (1 gallon),Dairy,98,4,False,False,1
2024-05-01,Hot Dogs (8-pack),Meat,25,1,False,False,2
2024-05-01,Organic Strawberries,Produce,55,6,False,False,2
2024-05-01,Whole Milk (1 gallon),Dairy,92,6,False,False,2
2024-05-02,Hot Dogs (8-pack),Meat,37,2,False,False,3
2024-05-02,Organic Strawberries,Produce,43,6,False,False,3
2024-05-02,Whole Milk (1 gallon),Dairy,104,6,False,False,3
2024-05-03,Hot Dogs (8-pack),Meat,55,4,False,False,4
2024-05-03,Organic Strawberries,Produce,88,9,False,False,4
2024-05-03,Whole Milk (1 gallon),Dairy,121,6,False,False,4
2024-05-04,Hot Dogs (8-pack),Meat,79,4,True,False,5
2024-05-04,Organic Strawberries,Produce,121,21,True,False,5
2024-05-04,Whole Milk (1 gallon),Dairy,142,8,True,False,5
2024-05-05,Hot Dogs (8-pack),Meat,46,3,True,False,6
2024-05-05,Organic Strawberries,Produce,72,10,True,False,6
2024-05-05,Whole Milk (1 gallon),Dairy,145,6,True,False,6
2024-05-06,Hot Dogs (8-pack),Meat,32,2,False,False,0
2024-05-06,Organic Strawberries,Produce,72,11,False,False,0
2024-05-06,Whole Milk (1 gallon),Dairy,101,7,False,False,0
2024-05-07,Hot Dogs (8-pack),Meat,36,2,False,False,1
2024-05-07,Organic Strawberries,Produce,79,8,False,False,1
2024-05-07,Whole Milk (1 gallon),Dairy,73,3,False,False,1
2024-05-08,Hot Dogs (8-pack),Meat,22,1,False,False,2
2024-05-08,Organic Strawberries,Produce,52,7,False,False,2
2024-05-08,Whole Milk (1 gallon),Dairy,83,5,False,False,2
2024-05-09,Hot Dogs (8-pack),Meat,30,2,False,False,3
2024-05-09,Organic Strawberries,Produce,79,14,False,False,3
2024-05-09,Whole Milk (1 gallon),Dairy,93,5,False,False,3
2024-05-10,Hot Dogs (8-pack),Meat,43,4,False,False,4
2024-05-10,Organic Strawberries,Produce,74,13,False,False,4
2024-05-10,Whole Milk (1 gallon),Dairy,96,6,False,False,4
2024-05-11,Hot Dogs (8-pack),Meat,75,3,True,False,5
2024-05-11,Organic Strawberries,Produce,87,9,True,False,5
2024-05-11,Whole Milk (1 gallon),Dairy,112,6,True,False,5
2024-05-12,Hot Dogs (8-pack),Meat,57,4,True,False,6
2024-05-12,Organic Strawberries,Produce,98,14,True,False,6
2024-05-12,Whole Milk (1 gallon),Dairy,129,10,True,False,6
2024-05-13,Hot Dogs (8-pack),Meat,30,1,False,False,0
2024-05-13,Organic Strawberries,Produce,66,11,False,False,0
2024-05-13,Whole Milk (1 gallon),Dairy,114,5,False,False,0
2024-05-14,Hot Dogs (8-pack),Meat,65,5,False,False,1
2024-05-14,Organic Strawberries,Produce,82,14,False,False,1
2024-05-14,Whole Milk (1 gallon),Dairy,86,5,False,False,1
2024-05-15,Hot Dogs (8-pack),Meat,31,2,False,False,2
2024-05-15,Organic Strawberries,Produce,56,6,False,False,2
2024-05-15,Whole Milk (1 gallon),Dairy,95,6,False,False,2
2024-05-16,Hot Dogs (8-pack),Meat,22,2,False,False,3
2024-05-16,Organic Strawberries,Produce,50,7,False,False,3
2024-05-16,Whole Milk (1 gallon),Dairy,81,5,False,False,3
2024-05-17,Hot Dogs (8-pack),Meat,51,5,False,False,4
2024-05-17,Organic Strawberries,Produce,79,8,False,False,4
2024-05-17,Whole Milk (1 gallon),Dairy,101,7,False,False,4
2024-05-18,Hot Dogs (8-pack),Meat,53,3,True,False,5
2024-05-18,Organic Strawberries,Produce,136,15,True,False,5
2024-05-18,Whole Milk (1 gallon),Dairy,148,11,True,False,5
2024-05-19,Hot Dogs (8-pack),Meat,48,2,True,False,6
2024-05-19,Organic Strawberries,Produce,58,9,True,False,6
2024-05-19,Whole Milk (1 gallon),Dairy,125,10,True,False,6
2024-05-20,Hot Dogs (8-pack),Meat,49,2,False,False,0
